MPA;4331;973
TOT;1288;1205.5
MPC;1694;270
CIA;1504;1472
PCH;1386;1461
SMO;3313;1618
CYA;1608;769
MIS;1502;1099.5
KNZ;2948.5;1469
TER;4799;675
PRM;3686;1753
LAP;1883;301
GRJ;4139;977
NVK;4995;1576
ASA;4935;1250
OSA;1468;1526
SHU;4438;1148
TAI;1634;1040
AYU;4370;881
HNI;1334;1401
DNZ;3096;1606
KOH;4490.5;839.5
PHA;4240;1123
MSI;2788;838
SIE;2982.5;1382
KHO;3653;1270
GAM;1231.5;1214
TIR;2983.5;1464.5
FKN;2984;1508
BTS;3565;336
KGR;4009;1179
MFY;3495;253
FIN;3197.5;1741.5
ANN;4478;914
SIA;4370;881
TET;2731;1230
LAK;1290;1606
DAU;2896;1420
BON;2775;799
ISR;3357;1170
MAG;2985;1560
ZND;2792;873
EIC;4182;1029
COM;1171.5;1604
BEN;2885;749
JOA;1531;1463
NSA;2932;1523.5
CAL;898.5;1494.5
JMB;4412;623
LXA;4398;971
OIR;4242;1468
BND;4044;1054
WUR;2943.5;1490
PDV;2985;1429
MRK;2683;1174
BNY;3291;673
RZI;3272;355
NGP;4140;1029
BRG;2914.5;1542.5
CRI;3331;1426
QAR;3539;1282
CHC;4595;1156
ABI;1463;1433
GNV;2901;1440
MUL;3922;1137
MNI;4335;984
FAD;3404;1216
MEM;2960;1477
CXI;4548;1186
NAX;3203;1268
QAS;3443;1617
VNL;5571;382
NAP;3032;1341
SAK;4395;659
BUK;3798;1303
KRY;3587;1269
ZZZ;2923;816
ETR;2980;1395
YZD;3656;1179
TKG;4951;1226
KAS;3991;1306
BGL;4073;1047
YUE;4575;1022
LDU;3337;405
NDO;3053;489
AUS;5096;106
CLB;2955;1567
UHW;338;1011
WCR;1542;1729
COR;2948;1353.5
SCA;3085;1723
BHT;3498;1255
PGA;3001;1378
BRE;2942;1582
LOR;2900;1488
RAM;3357;1266
MOL;3218.5;1469
GRK;4116;1115
NTC;1349;1397
SIL;3082;1519
KOK;3919;1315
KSK;1414;1535
MGR;3523;1270
CTM;1426.5;1150
KLT;3988;835
OMA;3703;1020
ASI;1292;1681
NKO;3278;638
GRM;3274;1312
JAJ;3950;942
SOO;4825;1222
MPH;4431;974
AUH;3063.5;1482.5
MAB;3995;825
TAR;1214;1183
PLW;5059;33
PAT;4387;753
TNT;2980;1441
MCM;2658;1560
TNJ;4039;818
ZUL;3313;210
ANU;5050;1385
RHA;4496;856.5
TEA;5571.5;172
FEZ;2732;1216
MER;3979;1050
OKA;3365;1589
UTN;4990;1259
CSC;898;1716
BRT;4522;1590
YUA;4635;1319
ALO;3325;905
LUX;2901;1508
TUA;2166;530
PAN;4056;1046
TAH;1567;1616
HSK;4920;1227
YKT;944;1485
PTA;3994;1158
MTH;2707.5;1589
CRB;4501;542
PLT;3260;1632
MFL;3473;921
MEW;4006;1106
PCJ;1737;593
BRA;3020;1573
SFA;3352;338
BPR;4294;957
MEX;1254;1187
SIB;3837;1673
TOR;1683;1183
ZAZ;3344;1471
WRU;5054;81.5
SYR;3374;1203
TAK;5574;130
UES;4978;1258
SWI;2922;1460
TEN;2788;838
STA;1691;1675
OGS;4961;1251
KRA;3114.5;1522.5
BRU;2969.5;1559
YNU;4941;400
NUM;2984;1508
CBA;4993;1240
YOL;4928;450.5
TPQ;2195;659
NUP;2884;804
OHK;1150;1468
GDW;4053;1027
VND;4004;788
CNN;2660;1590
TDO;4691;887
ITA;3001;1361
SAT;1484;1455
PAH;4417;702
SND;3861;1050
CSK;4888;1202
DAR;3198;868
TPA;2053;837
JSL;3904;1095
BPI;3573;1272
TNG;4564;1199
BOU;2857;1448
MFA;2931;1413
OGD;3496;753
ORM;3684;1086
ABE;1692;1626
TRT;4147;1081
VOC;4182;1029
TIM;3845;1296
MAI;2933;1518
KOI;2733;1604
CSU;1670;664
COC;1427;1208
KSD;4256;1286
BYT;2989;1520
FRI;2899;1583
IDR;3948;1037
MKA;4327;1067
BYZ;3254;1343.5
LON;2716;1372
UBH;3295;571
FRS;3622;1140
HSN;3460;1280
VRN;2972;1431
LEB;3360;1204.5
BEI;4602;718
JNP;4094;1068
KTB;4940;1219
WBG;2960;1515.5
AVI;2883;1399
SAV;2898;1431
KAM;4365;1186
LPP;2936;1562
JLV;3916;1023
ARP;1229;1688
RUP;3005;1577.5
MKU;3404;407
ORL;2835;1474
MAJ;4557;537
PTL;3927;1004
SAM;126;428
ILI;1408;1565
YOK;1361;1159
PER;3539;1282
ARL;3556;1296
KMN;4051;1141
HAM;2959.5;1591.5
NTZ;1385;1393
PSK;3249;1685.5
TTL;2956;1456
ETO;1489;1432
RAG;3091.5;1372.5
BAV;2987;1477
MCA;1656;945
BAR;2887;1487
POM;3030.5;1589.5
OSH;1652.5;1657.5
COB;2974;1524
ACO;1129;1446
HRZ;3100;1376
TRP;3013;1188
GUR;2822;835.5
MLH;2920;1478
MAA;5586.5;173
AKM;4908;1229
IND;4385;613
KHA;4467;1488
STY;3049;1465
HST;1265;1225
ZUN;4242;1468
ARB;3430;999
KRL;3274.5;1766
TTI;4928;1217
NOR;2976;1736
SMI;3081;1859
SLE;2727;1653
SPA;2747;1322
QUI;1395;1426
CHG;4078;1414
HDA;742;1811
MLO;2944;1432
BRZ;2202;671
REG;2996;1499.5
RWA;3270;612
ISL;1148;1452
LDK;4022;1216
IRO;1616;1599
SUN;4481;542
GOC;4030;928
STE;3030.5;1589.5
ARM;3500;1328
AOT;5539;215
LIE;2890;1527
ABB;3284;959
WEN;1575;1597
KAL;4274;1018
TUN;2964;1257
LRI;3567;1204
CCQ;1796;490
ASH;2781.5;776.5
YOR;4082;924
AIR;2933;931
PRO;2892.5;1385.5
MBL;4163;1024
MAH;1665;1604
RIG;3185.5;1668
HDR;3578;891
KUR;3164.5;1666.5
BAL;3864;1153
PRU;3124;1617
PIC;2839;1515
GUG;4057;1177
MIA;5151;271.5
JOH;4423;673
TUS;2980;1395
JML;4090;1120
ARD;3532;1234
NEH;1190;1773
SHN;4834;1196
MOD;2974;1412
MAK;3307;1016
AMG;2815;1396
SDY;4300;1110
QOM;3605;1218
KAC;4262;1072
HDY;3407;776
HMI;4285;1373
COL;1656;945
ODA;4943;1233
MNS;2667;1576
YEM;3493;874
OSN;2928;1565
MOS;3388;1638
CLM;1179.5;1178
BOS;3093;1397
CHY;1321;1694
MUN;2922.5;1557
XAL;1169;1209.5
ZIM;3279;326
KOC;4000;810
ALA;692;1915
CAM;1386.5;1097.5
YAT;2769;861
KHM;4445;835
CEB;4738;814
FUL;2594;901
LAC;1352;1147
SRU;3237;1298
KRK;4040;867
RZW;3272;355
ERS;3539;1282
BSR;3556;1149
ERI;1556;1574
SOM;3456;795
SRH;3994;1158
MSC;1162;1413
AKK;3434;1280
SOF;2707;871
MIR;3550;347
UBV;2987;1477
HOL;2870;1556
SUL;4696;741
GUJ;3936;1022
NEV;2855;1458
PTT;4092;978
ATW;1544.5;1597
DAW;3510;967
CSH;4475;1201
RFR;5011;1332
PRK;4381;718
SMB;4509;658
BAH;4016;942
MAL;2674;830
TYR;2698;1610
OPL;3089;1527
HUR;1565;1628
VIL;5557.5;361
INN;1692;1700.5
NAG;4047;989
SMZ;4841;1173
LOI;2705;1678
AZT;1254;1187
BLM;4586;522
CNP;1392.5;1181
KAA;276;1056
TRE;3428;1340
SOA;3428;810
SAX;2999;1547
RYA;3418;1617
JAN;3952;1122
MRA;3343;428
HUA;4578.5;1051
OEO;1403;1607
DEC;3982;970
ASS;4286;1089
DNG;4099;1108
TLA;1268;1138
SKK;4187;1099
KND;4072;764
KER;1133;1461
ONE;1628;1601
GUA;1975;410
CAB;1822;1009
DGL;3942;652
GOT;3095.5;1684
SAL;901;1691.5
NED;2870;1556
AYD;3237;1283
GRA;2748;1274
SIS;3765;1159
CHV;5495;1891
OTM;4855;1197
BTI;3392;866
MOH;1643;1607
CHL;1698;316
KZH;3873;1398
OUC;4859;1216
POR;2662.5;1301.5
TBK;3328;464
PEO;1408;1565
CAQ;1371;1455
KSJ;3092;486
AFA;3449;832
BLA;1049;1736
LVA;3186;1685
ADE;3506;858
TLG;4065;927
CAN;1567;1669
CGS;4472;1032
CAY;1601;1602
MRE;3550;756
CHO;1409;1395
EST;3201;1723
ILK;3572;1249
GWA;4026;1078
MAY;1397.5;1143
SHO;1050;1616
CNK;888;1655.5
KIT;3308;653
KEL;4403;739
CHD;4048;970
HAU;2944;848
FLO;1415;1373
LAE;3254;1343.5
GAL;2670;1382
USA;1650.5;1564.5
KNG;2718;791.5
MSA;4405;683
RTT;4094;1009
TSC;1589;1464.5
MGE;4416;1426
CLA;1710;620
RUM;3384;1318
CHT;1431;1119.5
DGB;2807;805
JJI;3389;774
KNO;4877;1206
KRC;4744;1411
KUB;3154;583
FLY;2688;1587
PSS;3016;1490.5
MVA;3071;1515
IMG;4967;1234
TYO;3032;590
GEN;2944;1409
WIC;1285;1415
HSC;2731;1665
AVR;3534;1370
BNJ;4595;599
CHH;4555;1335
MNG;4661;1180
KZB;3252;495
MAW;3943;1075
MAM;3296;1141.5
MAD;4021;787
RJK;3894;1026
HED;3430;999
MAU;327;1033
YAO;3072;870
BNG;4184;1059
FER;2985;1419
UTS;4233;1137
WCY;1313;1619
ARN;1562;1638
BSG;3325;660
POL;3114.5;1522.5
VEN;2994;1430
RMN;3203;1421
LUW;4682;608
RJP;4055;1094
TEO;1288;1159
MON;3112;1373
MHR;3613;903
NOO;4659;152
KRW;3292;626
MKS;4673;567
PRB;3897;998
AJU;3494;675
SYG;4256;1286
NPL;4144;1111
HLR;3063.5;1482.5
INC;1670;664
ATJ;4301;727
TRS;3845;1296
KBO;2997;856
MED;3402;891
VNZ;1756;1035
QIN;4511;1220
HAI;2865;1525
ASK;4928;1231.5
KID;2700;1586
BGA;3965;980
SPL;3006;1374
BRS;4340;688
GRE;3172.5;1286.5
BHA;4015;1115
JIN;4552;1274
BHU;4199;1103
SYO;3011;541
SHA;1492;1526
SUK;4355;926
WLS;2742;1582
CND;3352;1358
DWT;2972.5;1493.5
RYU;4814;1095
CAD;1346.5;1422
CHK;4465;889
CLI;3045;1449
CAS;2747;1322
DAN;2995.5;1628
TRA;3168;1440
VAL;2798;1316
SHR;3670;1059
NAV;2781.5;1370
AQU;3008;1435.5
TLX;1273;1188.5
BRB;2876;1535
COW;1469;1401
KAT;3894;1026
KRM;3692;1145
TEX;1321;1359
SKA;3500;324
WUU;4678;1151
LIP;1249;1366
ZNI;1107;1446
YMN;4905;1238
SNA;1097;1354
TGT;2899;1201
SOR;3031;1544
KSH;3977;1206
MJO;2851.5;1312.5
ERE;3384;1318
AFG;3877;1213
KHI;3741;1354
KAF;3362;759
KON;3031;542
SWE;3085;1723
HOD;5394;1906
FRA;2842;1494
KIO;1180;1691
PUN;3973;1165
TON;1205;1218
NNG;4612;1119
HUN;3103;1468
ATH;3172.5;1286.5
MDI;3506;683
FLA;2854;1539
LIV;3186;1685
KMT;4198;1080
BAM;2976;1515.5
KNI;3241;1252
BLG;2981;1408
YAN;4635;1319
YAS;3646;1023
QNG;4635;1319
CRA;1759;592
TIB;4233;1137
KAN;2944;848
CRE;1469;1401
KAU;4968;128
WAD;3120;858
KSP;1489;1505
HWK;1509;1497
DAI;4450;992
DTT;2950;1604
DAM;3377;802
NJR;3495;940
BTN;4723;566
SUS;1596;1565
MLK;3535;1318
RMP;4044;1121
HSE;4338;1032
HIN;4015;1115
WAI;5539;215
SRG;4109;1030
BLI;4606.5;516.5
QUE;1798;1715
KLH;4102;972
SLZ;3009;1474
VIE;4413;944
ALE;2811;1484
CHI;1417;1431
PEU;1612;673
PAL;2944.5;1503.5
ONO;1616;1599
MMI;1473;1562
TID;4801.5;626
PGS;4685;906
KIC;1382;1116
LEN;1633;1546
SRM;4016;1161
JMN;2976;1736
WLY;3387;754
HSA;2972;1598
MGD;4744;759
ULM;2962;1489
ALT;1509;1405
URB;2999;1395
RVA;2921;1550
CRO;3055;1438
SER;3141;1396
TFL;2735;1179
ALG;2852;1259
MIN;4651;1054
XIU;1413;1190
KTU;4144;1111
ZAN;3419;501
TEU;3109;1600
BNE;4681;578
LAN;2980;1395
EGY;3296;1141.5
ROM;3001;1361
TRI;2908;1508
TNK;5554.5;140.5
SHM;3453;1099
MAZ;3133;1558
HJO;4977;1236
CZH;4420;1059
OTO;1246;1203
JAI;3031;1249
GOS;2972.5;1553.5
PUE;1150;1468
CJA;1588;768
HAT;1672.5;1163.5
DAH;2827.5;766
VER;2952.5;1575.5
PEG;4310;934
KSI;1481;1410
NOV;3294.5;1703
EFR;2917.5;1588
ARA;2835;1350
PAP;3001;1361
CYI;4428;1091
NGA;3958;1099
ICE;2467.5;1882
ING;2983;1495.5
PTE;3449;628
KTS;2917.5;854
IRQ;3501;1202
MLB;4273;1049
BEJ;3370;904
NBI;3325;905
LNO;4748;779
COI;1280;1156
MKP;4090;1120
NOL;2783;1622
RUG;3015;1610
SPI;2925;1419
TMB;2765;924
MSG;1553;1652
ANT;3548;299
VIT;5557.5;361
DLI;4367;683
PRY;1598;1161
NAJ;3539;1045
GHR;4032;1153
JAR;4491;879
DMS;2677;1559
MLC;4405;683
CRN;2726;1521
IME;3478;1368
SST;4320;1047
PGR;4374;641
BOH;3032;1521
CLG;1492;1526
WSI;1598;1161
SOK;2898.5;871.5
UTR;2887;1561
ULS;2712;1615
SWA;2962;1489
BUU;3273;585
MCH;4838;1384
MIX;1303;1124
LAI;5563.5;363
MAR;3964;929
HTK;4942;1263
MRI;4876;1222
SCO;2753;1643
GMA;3071;1515
AAC;2903;1533
GAZ;3545;1364
RAS;3496;895
KOR;4781;1285
KIK;3205;506
CUB;1523;1243
ORI;4150;981
CHP;2865;1501
LND;3156;504
LOU;1432;1379
CMP;3967;1012
MSY;3550;1176
LIG;4367;778
PIS;2972;1387
SLN;2668;1605
LUB;3208;538
MEI;3019;1543
MBA;3417;582
TTT;5539;215
POT;1467;1632
LIT;3206;1614
ALS;2924;1491
STK;4997;1256
AKT;4994;1319
HAN;2955;1567
TOK;4452;973
ANZ;3416;1138
EOR;5129.5;137.5
MIK;1808;1650
CHM;1578;737
KAQ;1394.5;1104.5
PTG;2189;809
PEN;1730;1633
YAQ;1081;1337
HAD;3993;1055
ITO;4856;1177
CCA;1478;1489
ALH;3585;1084
WGD;2788;838
FOI;2801;1384
NHX;4903;1412
FRM;4687;1019
MYS;4000;841
NZH;3489;1650
KBU;2573;845
QIC;4660;1257
SON;2804.5;913
MLS;1744;1688
FEO;3332;1417
GHD;2938;1198
JAP;4928;1231.5
MHX;4755;1380
SOS;2678;1155
GNG;4043;842
GLG;3049;1555
KOJ;3357;1170
KAR;3324;1270
MDA;3423;1050
HSI;4320;1019
CKW;3176;449
TVE;3370;1667
LAU;2970;1590
RSO;3416;1669
CMI;4565;1086
NSS;1588.5;1268.5
CAT;2835;1350
ARW;1887;979
DTI;4062;1127
WES;2943;1527
NVR;3898;1013
LNA;4341;955
DHU;3995;1089
EJZ;4882;1434
BSH;3667;1615
GLE;3483;688
LOT;2903;1533
TTS;3016;1284
LIB;3580;403
ADU;2731.75;1285.608
VOL;3199;1537
CIR;3444;1402
TAB;3617;1257
ATA;1437;1411
PLB;4437;603
DAL;3065;1392
BST;4081;956
MLW;3984;1015
BDA;3956;1011
AUG;2977;1484
PIM;1063;1406.5
ARK;4262;980
KUT;4625;657
AVA;4304;1003
MAT;1241;1184
KJH;4152;1008
NUB;3320;884
QTO;1583;867
ANS;2970;1503.5
BAD;2936;1494.5
CDL;4374.5;1056
AMA;4884;1237
LOA;2989;585
IRE;2707.5;1589
MKL;2995;1602.5
MNA;4696;885
SME;3478;1335
ILL;1408;1565
BRI;2780;1460
BTU;4765;788
VRM;1668;1629
PAW;1258;1561
BAN;4461;550
TBR;3539;1282
KBA;2889;1253
BTL;3461;1292
MZB;2879;1179
KLD;3177;531
SRV;3580;1330
MOR;2683;1174
ATT;1565;1628
CHU;5339;1800
OJI;1425;1666
BUL;3195;1391
GOL;3537;1465
OYO;2894;773
EPI;3135;1306
MAN;2967;1424
DUL;3382;1277
TAN;5556;178
GMI;5130;189
THU;2986;1534
KAZ;3576;1642
AWN;5011;431
MYA;4320;1047
ADA;3456;795
AHM;3981;954
SIC;3016;1284
CEY;4058;751
MOE;3163;1264
GEO;3501;1353
LNG;4588;1231
KUL;4701;164
ISK;4916;1240
KIE;3278;1530
MEN;3247.222;1271.836
OTT;1534;1623
PSA;4322;725
MLI;3428;603
BUG;3308;653
CHR;3294;1550
MMA;4351;1044
ITZ;1397.5;1143
BEU;4633;676
KLN;3979;864
TKD;4968;1240
ANH;2994;1555
LUC;2970;1397
NRM;2801;1501
IKE;4967;1234
AST;3552;1443
ICH;1510;1389
WAM;1676;1591.5
AGQ;1622;1652
TRY;2679;1616
SLO;3074;1484
HJA;1624;714
